movie_title,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,release_year,release_month,genres,studio
mommy,en,11.095,8.3,1399,2015-01-23,4900000,17536004,2015,1,drama,RAtt.
money monster,en,11.134,6.4,1859,2016-05-13,27000000,93466095,2016,5,cross-genre,TriS
moneyball,en,15.393,7.1,2255,2011-09-23,50000000,111300835,2011,9,cross-genre,Sony
monster trucks,en,8.827,5.9,414,2017-01-13,125000000,61642798,2017,1,cross-genre,Par.
monsters,en,10.175,6.2,848,2010-10-29,500000,5639730,2010,10,cross-genre,Magn.
monsters university,en,20.33,7.0,6362,2013-06-21,200000000,743588329,2013,6,cross-genre,BV
monte carlo,en,11.017,6.2,1193,2011-07-01,20000000,39686769,2011,7,cross-genre,Fox
moonrise kingdom,en,14.086,7.7,3023,2012-05-25,16000000,68848446,2012,5,cross-genre,Focus
morgan,en,1.111,6.7,12,2016-09-02,8000000,7298786,2016,9,cross-genre,Fox
morning glory,en,10.595,6.3,717,2010-11-10,40000000,59795070,2010,11,cross-genre,Par.
mortal engines,en,40.095,6.0,1751,2018-12-14,100000000,85287417,2018,12,cross-genre,Uni.
mortdecai,en,13.263,5.4,1666,2015-01-23,60000000,30396134,2015,1,cross-genre,LGF
mother!,en,15.227,7.0,3458,2017-09-15,30000000,42531076,2017,9,cross-genre,Par.
movie 43,en,12.813,4.4,1332,2013-01-25,10000000,31164747,2013,1,comedy,Rela.
mr. peabody & sherman,en,12.813,6.6,1357,2014-03-07,145000000,269806430,2014,3,cross-genre,Fox
mr. turner,en,7.884,6.5,301,2014-12-19,14000000,25187026,2014,12,cross-genre,SPC
mud,en,12.507,7.0,1592,2013-04-26,10000000,31556959,2013,4,drama,RAtt.
muppets most wanted,en,9.118,6.2,473,2014-03-21,55000000,79312301,2014,3,cross-genre,BV
mustang,tr,7.459,8.0,755,2015-11-20,1400000,5552584,2015,11,drama,Cohen
my big fat greek wedding 2,en,6.714,5.8,593,2016-03-25,18000000,92096558,2016,3,cross-genre,Uni.
my name is khan,hi,7.619,7.8,409,2010-02-12,8470000,42355526,2010,2,drama,FoxS
my soul to take,en,9.808,5.4,247,2010-10-08,25000000,16727470,2010,10,cross-genre,Uni.
my week with marilyn,en,12.081,6.7,741,2011-11-23,10000000,34240572,2011,11,cross-genre,Wein.
nebraska,en,9.521,7.4,967,2013-11-15,12000000,24761360,2013,11,cross-genre,Par.
need for speed,en,13.723,6.1,2389,2014-03-14,66000000,194169619,2014,3,cross-genre,BV
neighbors,en,14.979,6.2,4536,2014-05-09,18000000,270944428,2014,5,comedy,Uni.
neighbors 2: sorority rising,en,17.662,5.7,2829,2016-05-20,35000000,108757621,2016,5,comedy,Uni.
nerve,en,0.6,10.0,1,2016-07-27,20000000,70652284,2016,7,cross-genre,LGF
never let me go,en,10.012,6.8,1294,2010-09-15,15000000,11173718,2010,9,cross-genre,FoxS
night at the museum: secret of the tomb,en,20.064,6.1,3536,2014-12-19,127000000,353756621,2014,12,cross-genre,Fox
nightcrawler,en,25.597,7.7,5860,2014-10-31,8500000,50334418,2014,10,cross-genre,ORF
no escape,en,19.005,6.8,1296,2015-08-26,5000000,42844516,2015,8,cross-genre,Wein.
no strings attached,en,14.203,6.2,2612,2011-01-21,25000000,149228078,2011,1,cross-genre,Par.
noah,en,0.6,7.6,11,2014-03-28,130000000,352831065,2014,3,animation,Par.
nocturnal animals,en,16.19,7.4,4192,2016-11-18,22500000,32398681,2016,11,cross-genre,Focus
non-stop,en,2.264,5.6,23,2014-02-28,50000000,222383055,2014,2,cross-genre,Uni.
norm of the north,en,9.325,4.2,192,2016-01-15,18000000,30535660,2016,1,cross-genre,LGF
now you see me,en,16.646,7.4,9871,2013-05-31,75000000,342769200,2013,5,cross-genre,LG/S
now you see me 2,en,25.805,6.8,6744,2016-06-10,90000000,328325007,2016,6,cross-genre,LG/S
oblivion,en,18.534,6.5,6850,2013-04-19,120000000,287916633,2013,4,cross-genre,Uni.
obvious child,en,8.232,6.7,256,2014-06-06,1000000,3324070,2014,6,cross-genre,A24
oculus,en,10.841,6.4,1747,2014-04-11,5000000,44115496,2014,4,cross-genre,Rela.
office christmas party,en,10.729,5.6,1191,2016-12-09,45000000,91323299,2016,12,comedy,Par.
olympus has fallen,en,13.864,6.2,4086,2013-03-22,70000000,172878928,2013,3,cross-genre,FD
on the basis of sex,en,32.624,7.4,225,2018-12-25,20000000,38073377,2018,12,cross-genre,Focus
on the road,en,8.919,5.6,518,2013-03-22,25000000,9313302,2013,3,cross-genre,IFC
one day,en,10.308,7.2,2105,2011-08-19,15000000,59168692,2011,8,cross-genre,Focus
one direction: this is us,en,9.005,8.1,370,2013-08-30,10000000,68541786,2013,8,cross-genre,TriS
one for the money,en,8.62,5.5,615,2012-01-27,42000000,36197221,2012,1,cross-genre,LGF
only god forgives,en,10.196,5.8,1396,2013-07-19,4800000,4494560,2013,7,cross-genre,RTWC
only the brave,en,14.163,7.0,603,2017-10-20,38000000,24555177,2017,10,cross-genre,Sony
ouija,en,15.389,5.1,1670,2014-10-24,5000000,103300632,2014,10,cross-genre,Uni.
ouija: origin of evil,en,11.823,6.0,1416,2016-10-21,9000000,81831866,2016,10,cross-genre,Uni.
our family wedding,en,5.025,5.5,57,2010-03-12,14000000,21410546,2010,3,cross-genre,FoxS
our idiot brother,en,8.523,6.1,527,2011-08-26,5000000,25861249,2011,8,cross-genre,Wein.
out of the furnace,en,9.139,6.6,1077,2013-12-04,22000000,15434375,2013,12,cross-genre,Rela.
oz the great and powerful,en,13.377,5.8,4829,2013-03-08,200000000,490359051,2013,3,cross-genre,BV
pacific rim,en,16.759,6.8,7632,2013-07-12,190000000,411002906,2013,7,cross-genre,WB
paddington,en,13.565,7.0,1904,2015-01-16,55000000,258789097,2015,1,cross-genre,W/Dim.
palo alto,en,7.262,6.4,528,2014-05-09,1000000,1156309,2014,5,drama,Trib.
pan,en,13.054,5.9,1701,2015-10-09,150000000,151525973,2015,10,cross-genre,WB
paper towns,en,11.564,6.0,3587,2015-07-24,12000000,85450484,2015,7,cross-genre,Fox
paranoia,en,0.6,4.5,2,2013-08-16,40000000,16340767,2013,8,cross-genre,Rela.
paranormal activity 2,en,8.163,5.7,1342,2010-10-20,3000000,177512032,2010,10,horror,Par.
paranormal activity 3,en,9.669,5.9,1197,2011-10-21,5000000,207039844,2011,10,cross-genre,Par.
paranormal activity 4,en,8.965,5.4,1026,2012-10-19,5000000,142817992,2012,10,cross-genre,Par.
paranormal activity: the ghost dimension,en,8.157,5.2,774,2015-10-23,10000000,77959374,2015,10,cross-genre,Par.
paranormal activity: the marked ones,en,9.446,5.3,752,2014-01-03,5000000,90904854,2014,1,cross-genre,Par.
paranorman,en,13.32,6.8,1358,2012-08-17,60000000,108119662,2012,8,cross-genre,Focus
parental guidance,en,10.124,5.8,276,2012-12-25,25000000,120832383,2012,12,cross-genre,Fox
parker,en,14.95,5.8,1868,2013-01-25,35000000,48543388,2013,1,cross-genre,FD
paterson,en,9.486,7.1,736,2016-12-28,5000000,10727536,2016,12,cross-genre,BST
patriots day,en,15.435,6.9,1337,2016-12-21,40000000,52837989,2016,12,cross-genre,LGF
patti cake$,en,6.934,7.0,122,2017-08-18,1000000,1471090,2017,8,cross-genre,FoxS
paul,en,15.234,6.5,3017,2011-03-18,40000000,101162106,2011,3,cross-genre,Uni.
paul blart: mall cop 2,en,15.941,5.0,900,2015-04-17,38000000,107650646,2015,4,cross-genre,Sony
"paul, apostle of christ",en,12.005,7.1,98,2018-03-23,5000000,25529498,2018,3,cross-genre,Affirm
penguins of madagascar,en,20.899,6.4,2273,2014-11-26,132000000,366942531,2014,11,cross-genre,Fox
people like us,en,9.078,6.8,360,2012-06-29,16000000,12617472,2012,6,cross-genre,BV
peppermint,en,32.476,6.5,716,2018-09-07,25000000,51800758,2018,9,cross-genre,STX
percy jackson & the olympians: the lightning thief,en,26.691,6.1,4229,2010-02-12,95000000,223050874,2010,2,cross-genre,Fox
percy jackson: sea of monsters,en,15.762,5.9,3109,2013-08-07,90000000,200859554,2013,8,cross-genre,Fox
peter rabbit,en,15.974,6.5,650,2018-02-09,50000000,347136477,2018,2,cross-genre,Sony
philomena,en,8.978,7.4,945,2013-11-22,12000000,98963392,2013,11,cross-genre,Wein.
piranha 3d,en,11.302,5.3,1029,2010-08-20,24000000,83660160,2010,8,cross-genre,W/Dim.
pirates of the caribbean: dead men tell no tales,en,28.101,6.6,6931,2017-05-26,230000000,788241137,2017,5,cross-genre,BV
pirates of the caribbean: on stranger tides,en,30.579,6.4,8571,2011-05-20,410600000,1045663875,2011,5,cross-genre,BV
pitch perfect,en,13.886,7.3,4233,2012-09-28,17000000,116044347,2012,9,cross-genre,Uni.
pitch perfect 2,en,18.469,6.8,3599,2015-05-15,29000000,287625468,2015,5,cross-genre,Uni.
pitch perfect 3,en,14.89,6.5,1884,2017-12-22,45000000,185736412,2017,12,cross-genre,Uni.
pixels,en,2.172,7.1,35,2015-07-24,90000000,244041804,2015,7,cross-genre,Sony
playing for keeps,en,7.778,5.6,420,1986-10-03,35000000,2000000,1986,10,cross-genre,FD
please give,en,5.945,6.3,81,2010-04-30,3000000,4570178,2010,4,cross-genre,SPC
point blank,fr,6.021,6.6,230,1967-09-18,3000000,0,1967,9,cross-genre,Magn.
polisse,fr,7.682,7.8,670,2012-05-18,8900000,22744132,2012,5,cross-genre,IFC
pompeii,en,25.215,5.4,2078,2014-02-21,80000000,108469033,2014,2,cross-genre,TriS
predators,en,16.216,6.1,1979,2010-07-09,40000000,127234389,2010,7,cross-genre,Fox
premium rush,en,12.484,6.2,1244,2012-08-24,35000000,31393201,2012,8,cross-genre,Sony
pride and prejudice and zombies,en,9.086,5.7,1195,2016-02-05,28000000,16638300,2016,2,cross-genre,SGem
priest,en,15.318,5.5,1157,2011-05-13,60000000,84154026,2011,5,cross-genre,SGem
prisoners,en,14.358,8.0,5785,2013-09-20,46000000,113402302,2013,9,cross-genre,WB
project almanac,en,9.55,6.5,1449,2015-01-30,12000000,32909437,2015,1,cross-genre,Par.
project x,en,9.715,6.4,2968,2012-03-02,12000000,103028188,2012,3,comedy,WB
prom,en,6.911,6.0,276,2011-04-29,8000000,10763183,2011,4,cross-genre,BV
prometheus,en,24.98,6.4,7384,2012-06-08,125000000,402448265,2012,6,cross-genre,Fox
proud mary,en,9.371,5.5,259,2018-01-12,30000000,21709539,2018,1,cross-genre,SGem
puss in boots,en,9.078,6.3,1422,2011-10-28,130000000,554987477,2011,10,cross-genre,P/DW
quartet,en,8.32,6.6,209,2013-01-11,11000000,56178935,2013,1,cross-genre,Wein.
queen of katwe,en,7.564,7.1,225,2016-09-23,15000000,10055481,2016,9,cross-genre,BV
r.i.p.d.,en,21.377,5.6,2047,2013-07-19,130000000,79076678,2013,7,cross-genre,Uni.
rabbit hole,en,9.389,6.8,292,2010-12-17,5000000,6205034,2010,12,drama,LGF
ralph breaks the internet,en,48.057,7.2,2626,2018-11-21,175000000,524283695,2018,11,cross-genre,BV
ramona and beezus,en,7.442,6.3,460,2010-07-23,15000000,27469621,2010,7,cross-genre,Fox
rango,en,14.462,6.6,3412,2011-03-04,135000000,245724600,2011,3,cross-genre,Par.
ready player one,en,30.029,7.6,7021,2018-03-29,150000000,579290136,2018,3,cross-genre,WB
real steel,en,14.811,6.8,4566,2011-10-07,110000000,263880341,2011,10,cross-genre,BV
red,en,12.082,6.6,4162,2010-10-15,60000000,196439693,2010,10,cross-genre,Sum.
red 2,en,14.994,6.5,2368,2013-07-19,84000000,141507355,2013,7,cross-genre,LG/S
red riding hood,en,11.856,5.9,1884,2011-03-11,42000000,91678442,2011,3,cross-genre,WB
red sparrow,en,18.117,6.5,3406,2018-03-02,69000000,145951861,2018,3,cross-genre,Fox
red state,en,7.816,6.1,472,2011-09-23,4000000,1983596,2011,9,cross-genre,SMod
red tails,en,10.247,6.0,256,2012-01-20,58000000,50365498,2012,1,cross-genre,Fox
regression,en,10.713,5.5,1065,2015-10-30,20000000,15824374,2015,10,cross-genre,W/Dim.
remember me,en,11.453,7.1,2079,2010-03-12,16000000,56506120,2010,3,cross-genre,Sum.
repo men,en,12.437,6.2,976,2010-03-19,32000000,18195238,2010,3,cross-genre,Uni.
resident evil: afterlife,en,0.667,5.9,2119,2010-09-10,57500000,295874190,2010,9,cross-genre,SGem
resident evil: retribution,en,1.325,5.7,2321,2012-09-14,65000000,240647629,2012,9,cross-genre,SGem
resident evil: the final chapter,en,0.844,5.9,1859,2017-01-27,40000000,314101190,2017,1,cross-genre,SGem
ricki and the flash,en,8.247,5.8,473,2015-08-07,18000000,41166033,2015,8,cross-genre,TriS
riddick,en,17.434,6.2,2852,2013-09-06,38000000,94763758,2013,9,cross-genre,Uni.
ride along,en,10.831,6.2,1277,2014-01-17,25000000,153733800,2014,1,cross-genre,Uni.
ride along 2,en,12.977,6.2,939,2016-01-15,40000000,124827316,2016,1,cross-genre,Uni.
rings,en,13.53,4.9,1785,2017-02-03,25000000,82917283,2017,2,cross-genre,Par.
rio,en,14.695,6.6,3730,2011-04-15,90000000,487519809,2011,4,cross-genre,Fox
rio 2,en,18.11,6.3,1803,2014-04-11,130000000,492846291,2014,4,cross-genre,Fox
rise of the guardians,en,14.934,7.3,3697,2012-11-21,145000000,306900902,2012,11,cross-genre,P/DW
rise of the planet of the apes,en,22.995,7.2,7259,2011-08-05,93000000,470986200,2011,8,cross-genre,Fox
risen,en,10.089,5.8,433,2016-02-19,20000000,46255763,2016,2,cross-genre,Sony
robin hood,en,15.444,6.3,2569,2010-05-14,210000000,322459006,2010,5,cross-genre,Uni.
robot & frank,en,7.485,6.9,620,2012-08-17,2500000,4934356,2012,8,cross-genre,Gold.
rock dog,en,10.362,5.7,123,2017-02-24,60000000,24148488,2017,2,cross-genre,LG/S
rock of ages,en,11.369,6.1,686,2012-06-15,70000000,61031932,2012,6,cross-genre,WB (NL)
rock the kasbah,en,5.203,5.5,154,2015-10-23,15000000,3386153,2015,10,cross-genre,ORF
rogue one: a star wars story,en,21.401,7.5,9296,2016-12-16,200000000,1049102856,2016,12,cross-genre,BV
"roman j. israel, esq.",en,12.688,6.2,499,2017-11-17,22000000,12967012,2017,11,cross-genre,Sony
room,en,20.0,8.1,5494,2015-10-16,13000000,36262783,2015,10,cross-genre,A24
rosewater,en,9.019,6.7,121,2014-11-14,10000000,3185717,2014,11,cross-genre,ORF
rough night,en,14.338,5.6,1096,2017-06-16,20000000,46844357,2017,6,cross-genre,Sony
rubber,en,8.319,5.9,417,2011-04-01,500000,680914,2011,4,cross-genre,Magn.
rudderless,en,8.03,7.4,149,2014-10-17,5000000,567219,2014,10,cross-genre,Gold.
run all night,en,17.592,6.4,1684,2015-03-13,50000000,66961644,2015,3,cross-genre,WB
runner runner,en,10.442,5.6,761,2013-10-04,30000000,60512680,2013,10,cross-genre,Fox
